Event_Title,Location,Capacity,Date,Catering,Entertainment,Price
Meetup,Chennai,1105,2025-04-20,No,No,83658.14
Meetup,Bhubaneswar,3955,2025-09-15,Yes,Yes,262032.78
Corporate,Pune,1851,2025-01-04,Yes,No,173093.38
Marriage,Pune,426,2024-12-09,Yes,No,93666.27
Meetup,Hyderabad,4361,2024-12-16,No,No,300850.87
Birthday,Kolkata,3117,2025-12-07,Yes,No,223112.06
Birthday,Mumbai,1722,2025-03-05,No,No,151476.66
Corporate,Delhi,1693,2025-02-22,Yes,No,176271.84
Corporate,Mumbai,134,2024-03-05,No,Yes,63388.2
Corporate,Mumbai,3517,2024-09-18,No,No,306761.18
Marriage,Ahmedabad,191,2025-01-18,No,No,61914.19
Meetup,Hyderabad,2543,2024-02-20,No,Yes,194324.1
Marriage,Bangalore,3621,2025-09-09,Yes,No,320364.34
Marriage,Kolkata,4574,2024-08-18,No,Yes,338446.22
Marriage,Pune,2429,2024-10-29,No,Yes,215912.13
Meetup,Chennai,2182,2024-05-19,No,Yes,160089.91
Birthday,Bangalore,1975,2024-01-03,Yes,No,175232.22
Marriage,Ahmedabad,846,2024-03-31,No,Yes,109851.67
Meetup,Cuttack,4799,2024-06-15,No,Yes,268883.55
Meetup,Kolkata,4764,2024-01-15,No,No,302186.77
Corporate,Hyderabad,934,2025-10-19,No,Yes,114320.33
Birthday,Cuttack,3110,2025-01-25,No,Yes,189918.32
Marriage,Bhubaneswar,4301,2024-05-31,Yes,Yes,315376.9
Marriage,Pune,4004,2024-10-28,No,No,301374.15
Meetup,Hyderabad,3115,2024-01-14,No,Yes,232335.72
Birthday,Cuttack,539,2024-05-21,No,Yes,60698.24
Marriage,Delhi,940,2025-12-15,No,Yes,130553.89
Corporate,Cuttack,4279,2025-02-24,No,No,256533.97
Marriage,Mumbai,478,2025-10-08,Yes,Yes,115666.58
Birthday,Bhubaneswar,3924,2025-07-25,Yes,No,252413.58
Corporate,Hyderabad,3778,2025-07-03,No,No,288396.88
Marriage,Pune,2628,2024-01-12,Yes,Yes,244018.41
Birthday,Bangalore,4764,2025-12-13,No,No,355553.77
Meetup,Hyderabad,4199,2025-12-09,Yes,No,305294.61
Meetup,Hyderabad,2882,2025-10-19,No,No,203741.26
Meetup,Delhi,4692,2024-02-05,No,No,345667.87
Corporate,Bangalore,4314,2024-09-03,No,Yes,355313.05
Corporate,Kolkata,176,2025-01-14,No,Yes,64792.24
Meetup,Mumbai,445,2024-03-27,Yes,No,65282.5
Marriage,Cuttack,650,2024-02-17,No,No,84393.86
Marriage,Pune,79,2024-09-28,No,Yes,69468.98
Marriage,Bhubaneswar,4584,2024-05-16,No,No,305020.12
Corporate,Cuttack,2063,2024-12-01,Yes,Yes,171874.99
Marriage,Cuttack,2170,2024-10-23,Yes,Yes,187404.5
Birthday,Kolkata,2146,2025-07-06,Yes,Yes,177298.85
Meetup,Hyderabad,3113,2024-03-19,No,Yes,230875.2
Marriage,Ahmedabad,267,2025-12-07,Yes,No,82649.96
Marriage,Bangalore,1578,2024-02-16,Yes,No,177329.66
Marriage,Bangalore,135,2024-03-19,No,Yes,72951.9
Corporate,Cuttack,1330,2025-01-24,No,No,107964.97
Corporate,Pune,975,2025-07-08,Yes,Yes,130720.94
Marriage,Chennai,1489,2025-08-29,No,No,141201.81
Birthday,Bangalore,4621,2025-09-02,No,No,345584.87
Marriage,Kolkata,1790,2024-11-22,No,No,159724.42
Meetup,Bhubaneswar,1424,2025-05-18,No,Yes,107144.59
Meetup,Hyderabad,913,2024-11-21,Yes,No,90992.9
Corporate,Chennai,2104,2025-08-02,No,No,167541.65
Birthday,Kolkata,4060,2025-08-22,No,No,265083.24
Meetup,Kolkata,3331,2024-01-08,No,No,217225.39
Corporate,Hyderabad,4821,2025-07-29,No,No,355102.07
Corporate,Bangalore,2830,2024-05-08,No,No,240360.0
Corporate,Kolkata,2531,2024-03-07,Yes,No,209070.1
Marriage,Mumbai,3309,2024-03-19,Yes,Yes,326499.9
Corporate,Pune,2008,2025-04-16,Yes,Yes,195151.83
Meetup,Hyderabad,3602,2024-10-17,Yes,No,266511.9
Corporate,Bhubaneswar,517,2025-08-30,No,No,70609.38
Birthday,Ahmedabad,3949,2025-01-31,No,Yes,251227.96
Birthday,Bhubaneswar,1848,2025-07-19,No,No,124179.6
Meetup,Kolkata,87,2024-04-08,Yes,Yes,48700.97
Meetup,Bangalore,3569,2024-09-17,No,Yes,278623.41
Meetup,Mumbai,3480,2024-08-19,Yes,Yes,305194.75
Corporate,Mumbai,1236,2024-02-05,Yes,Yes,162395.13
Meetup,Hyderabad,4958,2024-02-02,Yes,No,353512.39
Birthday,Bangalore,4781,2024-12-27,Yes,Yes,382715.4
Birthday,Chennai,4506,2024-05-17,Yes,No,306586.58
Birthday,Hyderabad,1395,2024-12-15,No,Yes,125278.61
Birthday,Chennai,1919,2024-09-23,No,Yes,148214.67
Birthday,Hyderabad,3282,2024-06-20,Yes,No,251142.92
Birthday,Chennai,961,2025-09-04,Yes,No,93742.08
Birthday,Kolkata,533,2025-07-16,No,No,53686.08
Birthday,Bangalore,4620,2025-02-24,Yes,No,361386.99
Marriage,Cuttack,4089,2024-03-07,No,No,255669.58
Birthday,Bhubaneswar,4329,2025-08-10,No,Yes,272547.59
Corporate,Pune,369,2024-05-26,Yes,No,80587.29
Corporate,Pune,985,2024-02-08,Yes,Yes,130374.01
Meetup,Hyderabad,2985,2025-03-04,Yes,No,225942.46
Marriage,Bhubaneswar,4859,2024-05-25,Yes,No,334520.8
Corporate,Delhi,2124,2025-03-20,Yes,No,205953.62
Marriage,Delhi,3416,2025-07-29,No,No,291505.11
Corporate,Cuttack,1055,2025-04-12,No,No,94569.02
Meetup,Bangalore,2204,2024-04-17,Yes,No,186682.33
Corporate,Bhubaneswar,733,2025-09-21,Yes,No,98113.61
Corporate,Delhi,1041,2025-12-07,No,Yes,126173.47
Marriage,Bangalore,1406,2025-01-30,Yes,Yes,177683.35
Birthday,Delhi,3572,2025-09-14,No,Yes,283722.23
Corporate,Kolkata,1764,2025-05-26,No,Yes,160606.48
Corporate,Hyderabad,3061,2025-10-07,No,Yes,252958.83
Birthday,Pune,3050,2024-12-12,Yes,Yes,238915.96
Birthday,Bhubaneswar,54,2025-05-01,No,No,24322.03
Meetup,Bangalore,1844,2025-08-31,No,Yes,157084.77
Corporate,Mumbai,4980,2025-05-23,No,Yes,427166.99
Birthday,Pune,4240,2024-09-30,Yes,No,301991.76
Marriage,Pune,825,2024-11-23,Yes,No,117833.95
Marriage,Mumbai,3166,2024-08-09,Yes,Yes,316579.45
Corporate,Pune,4097,2025-09-26,No,No,297421.41
Corporate,Bangalore,4713,2025-12-03,Yes,Yes,398533.06
Corporate,Mumbai,1319,2024-08-16,No,No,141644.48
Marriage,Delhi,1761,2025-07-31,No,Yes,187616.52
Corporate,Ahmedabad,128,2025-05-09,No,Yes,60299.14
Meetup,Kolkata,3729,2025-04-02,No,No,241363.92
Birthday,Pune,4348,2024-05-12,No,Yes,306169.38
Marriage,Hyderabad,838,2024-12-26,No,No,106878.66
Marriage,Ahmedabad,2936,2024-08-23,No,Yes,225172.78
Marriage,Hyderabad,1587,2024-08-06,Yes,Yes,182505.12
Marriage,Cuttack,2326,2025-07-09,No,No,167544.79
Birthday,Chennai,943,2025-02-15,No,Yes,90115.32
Corporate,Hyderabad,3171,2025-07-28,Yes,No,263729.78
Birthday,Bangalore,837,2024-07-10,Yes,No,95216.13
Birthday,Chennai,2567,2024-10-18,Yes,Yes,203332.79
Corporate,Mumbai,1520,2025-07-22,Yes,Yes,182574.32
Meetup,Mumbai,3749,2025-06-20,No,No,297710.29
Corporate,Ahmedabad,1350,2024-10-14,Yes,No,131702.3
Birthday,Chennai,224,2025-12-17,No,No,35976.11
Corporate,Delhi,214,2024-08-13,Yes,No,71924.78
Corporate,Delhi,1972,2024-10-28,No,No,179538.59
Birthday,Ahmedabad,992,2024-10-02,Yes,No,91359.05
Corporate,Hyderabad,2587,2025-06-29,Yes,Yes,236235.29
Corporate,Hyderabad,4852,2024-02-15,No,No,357689.32
Meetup,Cuttack,1952,2025-08-09,Yes,Yes,141510.04
Corporate,Kolkata,3206,2025-01-25,Yes,No,249487.9
Corporate,Cuttack,100,2024-05-03,Yes,Yes,73346.2
Marriage,Bangalore,2256,2024-09-23,No,Yes,221929.01
Birthday,Mumbai,3752,2025-04-25,No,Yes,315911.26
Meetup,Mumbai,3700,2024-08-09,No,No,295255.61
Corporate,Ahmedabad,1690,2025-03-31,No,Yes,146629.02
Birthday,Chennai,4143,2025-02-19,Yes,No,285230.26
Meetup,Delhi,163,2024-08-22,Yes,Yes,56107.34
Birthday,Kolkata,2131,2025-10-29,No,Yes,162841.3
Marriage,Delhi,2067,2025-08-22,Yes,Yes,222974.84
Marriage,Ahmedabad,2254,2024-02-18,Yes,Yes,203547.99
Marriage,Kolkata,3449,2025-11-22,Yes,Yes,285214.3
Meetup,Cuttack,159,2024-03-17,No,Yes,36355.68
Meetup,Pune,4190,2025-01-31,No,No,278478.81
Marriage,Pune,877,2024-04-23,Yes,No,121907.35
Marriage,Bangalore,1205,2025-07-06,No,No,136329.52
Corporate,Kolkata,3855,2025-10-24,No,No,272455.78
Meetup,Chennai,882,2025-08-08,No,Yes,81622.76
Corporate,Kolkata,2513,2025-08-21,Yes,No,206992.01
Corporate,Bhubaneswar,2612,2024-02-11,Yes,Yes,213141.64
Marriage,Chennai,3776,2024-06-05,No,Yes,290141.53
Birthday,Pune,3182,2025-10-23,Yes,Yes,248076.21
Meetup,Bangalore,370,2025-11-16,Yes,No,58702.6
Corporate,Hyderabad,1666,2025-01-26,No,No,151203.24
Birthday,Mumbai,2080,2025-12-01,Yes,Yes,204062.99
Meetup,Hyderabad,2303,2025-04-01,No,No,167398.56
Corporate,Ahmedabad,483,2024-12-10,No,No,69276.72
Corporate,Hyderabad,4988,2024-08-11,Yes,No,381761.98
Birthday,Delhi,2962,2025-03-13,Yes,Yes,256342.75
Birthday,Pune,4403,2025-04-26,Yes,No,312353.35
Marriage,Pune,1458,2024-08-24,No,Yes,155397.8
Corporate,Bangalore,1019,2025-01-08,No,Yes,126135.67
Marriage,Hyderabad,1454,2024-12-27,No,No,146505.54
Birthday,Delhi,4552,2025-01-18,No,Yes,353061.14
Marriage,Cuttack,4451,2025-07-18,No,Yes,287450.12
Meetup,Cuttack,3282,2025-08-07,No,Yes,192179.5
Marriage,Pune,1861,2025-12-22,Yes,No,183977.54
Meetup,Hyderabad,4008,2024-01-26,No,Yes,289097.09
Marriage,Mumbai,4987,2024-04-23,Yes,Yes,453931.37
Meetup,Pune,4196,2024-05-20,No,Yes,291336.27
Marriage,Bangalore,3703,2025-12-04,Yes,Yes,338906.08
Meetup,Mumbai,1589,2025-04-14,No,No,135278.93
Corporate,Delhi,4977,2024-01-04,No,Yes,401608.57
Corporate,Delhi,4146,2024-07-25,Yes,No,347336.62
Marriage,Hyderabad,4378,2025-09-12,No,Yes,348366.57
Meetup,Pune,4101,2024-03-31,No,Yes,285078.3
Birthday,Bangalore,4016,2025-07-13,Yes,Yes,330344.42
Corporate,Ahmedabad,2851,2024-02-11,No,Yes,210283.66
Meetup,Ahmedabad,1512,2024-10-17,Yes,Yes,128024.61
Corporate,Bhubaneswar,2652,2025-10-03,Yes,Yes,214606.86
Corporate,Hyderabad,3481,2025-08-06,No,No,267428.0
Birthday,Kolkata,3289,2024-03-02,Yes,Yes,246702.63
Marriage,Kolkata,4258,2025-09-28,Yes,No,322124.19
Corporate,Cuttack,3372,2024-01-04,Yes,Yes,237171.46
Corporate,Kolkata,2623,2024-01-18,No,Yes,211617.55
Meetup,Ahmedabad,3989,2025-01-25,Yes,No,250771.53
Corporate,Hyderabad,4543,2024-04-22,Yes,Yes,364008.63
Birthday,Mumbai,1999,2024-11-16,Yes,No,185979.57
Corporate,Pune,2816,2024-01-02,No,Yes,230436.79
Marriage,Pune,3679,2024-12-05,Yes,No,297360.37
Birthday,Ahmedabad,2806,2024-01-02,No,Yes,188176.61
Birthday,Bhubaneswar,229,2025-12-19,Yes,Yes,61107.14
Birthday,Mumbai,1915,2024-10-06,Yes,No,179869.28
Birthday,Chennai,282,2025-04-13,No,Yes,50020.69
Birthday,Chennai,1277,2024-11-27,No,No,98529.82
Meetup,Hyderabad,2145,2025-03-04,Yes,Yes,182526.34
Marriage,Ahmedabad,169,2024-01-22,No,Yes,73863.25
Meetup,Delhi,778,2025-07-02,No,No,70951.55
Birthday,Mumbai,3272,2024-11-04,Yes,Yes,294356.0
Meetup,Ahmedabad,4164,2025-12-24,No,No,246273.56
Meetup,Hyderabad,4803,2024-05-09,No,No,329102.2
Marriage,Kolkata,1705,2024-12-05,No,Yes,166822.53
Meetup,Mumbai,2601,2024-05-20,Yes,No,227264.46
Corporate,Bangalore,4268,2025-09-30,Yes,No,356388.13
Meetup,Delhi,918,2024-04-08,No,Yes,92761.72
Marriage,Bhubaneswar,525,2024-04-12,Yes,No,95696.0
Corporate,Mumbai,2521,2025-06-06,No,Yes,244004.15
Corporate,Pune,3402,2024-07-14,Yes,No,269633.33
Meetup,Hyderabad,2075,2024-04-18,No,Yes,164251.18
Corporate,Mumbai,4014,2025-01-01,No,No,343812.96
Marriage,Kolkata,352,2025-01-01,Yes,Yes,100512.83
Meetup,Mumbai,3992,2024-03-22,Yes,No,331625.08
Meetup,Bangalore,4984,2025-03-14,No,No,366783.51
Marriage,Chennai,861,2025-07-18,No,Yes,115171.45
Birthday,Chennai,1130,2025-06-17,Yes,No,104877.67
Birthday,Bhubaneswar,912,2024-01-08,No,Yes,84117.68
Birthday,Chennai,4458,2025-06-16,No,No,289807.58
Corporate,Kolkata,394,2024-09-26,Yes,Yes,92953.45
Birthday,Pune,4196,2025-08-08,No,No,284901.57
Marriage,Kolkata,3052,2024-01-06,No,Yes,246874.62
Corporate,Chennai,4217,2025-11-25,Yes,Yes,321375.71
Birthday,Bangalore,4399,2024-12-15,Yes,Yes,357546.33
Marriage,Pune,4939,2024-12-22,Yes,Yes,387202.17
Meetup,Chennai,3301,2025-01-04,Yes,No,231045.49
Corporate,Chennai,4291,2025-10-11,Yes,Yes,326542.22
Birthday,Delhi,4810,2024-07-18,No,No,359679.58
Meetup,Bangalore,330,2024-06-16,No,No,39233.33
Meetup,Mumbai,570,2024-04-28,Yes,Yes,86751.02
Birthday,Mumbai,1159,2025-09-16,No,Yes,120953.98
Corporate,Chennai,2971,2024-12-27,Yes,No,236002.3
Birthday,Cuttack,3839,2025-09-20,No,No,214563.83
Corporate,Bhubaneswar,4514,2025-09-13,No,No,289927.19
Meetup,Delhi,4443,2024-12-30,No,No,328853.54
Corporate,Bhubaneswar,3524,2025-03-23,No,Yes,247142.17
Meetup,Bangalore,262,2025-04-11,No,Yes,47662.01
Corporate,Bhubaneswar,2541,2024-08-07,No,No,182640.67
Marriage,Cuttack,1400,2025-07-10,Yes,No,137086.64
Meetup,Bangalore,4227,2024-11-28,No,No,313531.18
Meetup,Mumbai,942,2024-11-19,Yes,No,103608.64
Birthday,Bhubaneswar,369,2025-12-28,Yes,No,56389.61
Birthday,Pune,4444,2025-11-28,Yes,No,315499.8
Marriage,Bangalore,3186,2025-08-04,Yes,Yes,301990.23
Birthday,Mumbai,3698,2024-11-27,Yes,No,314181.91
Marriage,Bangalore,161,2024-04-15,No,No,62854.63
Meetup,Mumbai,3740,2025-09-07,No,Yes,310315.48
Birthday,Bangalore,4235,2025-06-04,No,No,317882.43
Marriage,Pune,3368,2024-05-26,Yes,Yes,289634.33
Birthday,Cuttack,3927,2025-12-27,Yes,Yes,246227.16
Corporate,Ahmedabad,4887,2024-12-11,No,No,310152.58
Meetup,Kolkata,2357,2025-01-28,No,Yes,170750.53
Birthday,Bangalore,4045,2025-04-08,Yes,Yes,331583.81
Meetup,Chennai,456,2024-09-12,No,Yes,56980.37
Corporate,Cuttack,242,2024-04-14,No,No,53211.35
Birthday,Hyderabad,4588,2025-05-08,Yes,No,334618.53
Meetup,Bangalore,4178,2025-03-17,Yes,Yes,335992.32
Meetup,Pune,4944,2024-04-16,No,Yes,337897.59
Birthday,Pune,4693,2024-12-30,Yes,Yes,341419.76
Birthday,Pune,4060,2024-09-08,Yes,Yes,303452.49
Corporate,Bhubaneswar,3131,2025-12-31,Yes,No,229760.0
Birthday,Bangalore,2143,2025-04-29,Yes,No,186436.54
Marriage,Bhubaneswar,983,2025-09-25,Yes,Yes,132135.36
Meetup,Hyderabad,4840,2024-09-13,Yes,No,345630.49
Corporate,Pune,466,2024-06-19,Yes,No,85346.36
Birthday,Mumbai,2530,2025-10-18,No,Yes,223013.46
Corporate,Bhubaneswar,967,2025-01-19,Yes,Yes,121722.19
Marriage,Bangalore,4590,2025-07-13,No,No,373787.82
Birthday,Mumbai,275,2024-07-01,No,Yes,53809.37
Birthday,Cuttack,1523,2024-11-22,No,Yes,109601.36
Corporate,Bhubaneswar,4459,2025-02-12,No,Yes,298530.09
Corporate,Ahmedabad,1271,2024-06-03,No,No,111343.38
Meetup,Delhi,2550,2025-08-10,Yes,Yes,222147.23
Meetup,Bangalore,2458,2025-08-26,No,No,189693.28
Corporate,Hyderabad,902,2025-09-02,Yes,Yes,127388.73
Marriage,Pune,2788,2025-11-09,Yes,Yes,253714.9
Meetup,Cuttack,3761,2024-12-06,No,No,205655.07
Marriage,Chennai,430,2024-09-23,Yes,Yes,104687.35
Birthday,Mumbai,2475,2025-12-07,No,Yes,219517.88
Corporate,Bangalore,2911,2024-06-27,No,Yes,257199.37
Marriage,Mumbai,2168,2024-12-17,Yes,Yes,242550.73
Meetup,Kolkata,4712,2025-11-24,No,No,300619.83
Birthday,Hyderabad,129,2025-04-04,No,Yes,41982.16
Meetup,Ahmedabad,2510,2024-06-04,No,No,154224.52
Birthday,Mumbai,4410,2024-12-15,No,Yes,364978.1
Meetup,Ahmedabad,1895,2024-03-04,Yes,No,135237.43
Marriage,Bangalore,3426,2025-11-14,Yes,No,306045.4
Corporate,Kolkata,2035,2025-10-18,Yes,No,179809.22
Corporate,Chennai,2430,2024-08-06,Yes,Yes,215179.67
Marriage,Bhubaneswar,1452,2025-08-09,Yes,No,147551.73
Marriage,Mumbai,4577,2025-05-26,Yes,No,410849.25
Birthday,Hyderabad,2563,2025-10-08,No,Yes,200384.63
Marriage,Cuttack,966,2024-07-18,Yes,No,115369.98
Meetup,Ahmedabad,4858,2025-02-08,Yes,Yes,311709.41
Birthday,Mumbai,914,2024-02-27,No,No,91237.23
Meetup,Hyderabad,296,2024-10-31,Yes,Yes,62531.97
Marriage,Bhubaneswar,1005,2024-01-09,Yes,Yes,133614.8
Meetup,Hyderabad,2344,2024-02-18,Yes,No,185351.04
Birthday,Bangalore,4302,2025-11-08,No,Yes,334818.5
Birthday,Kolkata,4988,2024-10-05,No,No,322052.67
Marriage,Pune,3688,2025-12-31,Yes,No,298059.16
Birthday,Bhubaneswar,1942,2025-04-24,No,No,127810.72
Corporate,Bhubaneswar,859,2024-11-21,No,No,89857.42
Marriage,Bangalore,1167,2025-01-17,No,No,133002.51
Marriage,Bhubaneswar,4476,2024-10-30,Yes,Yes,324816.37
Corporate,Ahmedabad,2815,2025-01-28,Yes,No,212236.14
Marriage,Hyderabad,4520,2024-01-28,No,Yes,357449.52
Meetup,Mumbai,4424,2024-03-01,No,No,349374.79
Marriage,Ahmedabad,1142,2024-01-19,No,Yes,125953.64
Meetup,Chennai,1247,2024-01-02,No,Yes,103609.48
Meetup,Delhi,1130,2025-11-21,No,No,96236.86
Marriage,Bangalore,487,2025-12-14,Yes,No,101993.25
Corporate,Ahmedabad,2034,2024-10-25,No,Yes,166101.97
Meetup,Mumbai,3965,2024-10-14,Yes,No,329328.37
Marriage,Chennai,4440,2025-06-28,Yes,No,333955.1
Meetup,Kolkata,676,2025-09-05,Yes,Yes,84355.48
Meetup,Pune,756,2025-02-21,No,Yes,75403.73
Meetup,Kolkata,4677,2025-07-30,Yes,No,312370.72
Marriage,Mumbai,2330,2024-12-27,No,Yes,239231.65
Marriage,Cuttack,4020,2024-12-25,Yes,Yes,280369.89
Meetup,Chennai,1425,2025-08-25,No,No,102823.21
Marriage,Bangalore,769,2024-03-25,Yes,Yes,133683.64
Meetup,Delhi,661,2024-03-24,Yes,No,77595.67
Marriage,Delhi,4668,2025-05-25,No,Yes,390642.16
Marriage,Bhubaneswar,1212,2024-10-15,No,Yes,130865.34
Corporate,Mumbai,553,2024-11-09,No,No,83193.18
Marriage,Ahmedabad,1516,2025-03-25,Yes,Yes,161939.61
Birthday,Chennai,3518,2025-01-31,No,Yes,244708.15
Meetup,Pune,2499,2024-09-25,No,No,174067.21
Marriage,Chennai,855,2024-07-28,Yes,Yes,130325.07
Birthday,Pune,111,2025-02-22,Yes,Yes,55162.43
Corporate,Hyderabad,2373,2025-06-26,Yes,No,210773.55
Marriage,Cuttack,1500,2025-01-24,Yes,Yes,154578.35
Birthday,Cuttack,1308,2025-01-14,No,Yes,100035.26
Marriage,Delhi,2706,2024-01-27,Yes,Yes,267796.94
Corporate,Kolkata,4751,2025-06-19,Yes,No,341736.93
Meetup,Pune,4600,2024-01-01,No,Yes,317387.16
Marriage,Delhi,1608,2025-10-13,No,Yes,176948.39
Marriage,Delhi,4176,2024-10-29,No,No,343952.27
Corporate,Hyderabad,4956,2025-08-03,Yes,No,378169.97
Birthday,Ahmedabad,4691,2025-03-23,No,Yes,292659.57
Corporate,Pune,1032,2024-09-09,Yes,Yes,134413.53
Corporate,Ahmedabad,747,2024-08-12,No,No,83676.95
Corporate,Hyderabad,4715,2025-07-01,Yes,No,363877.61
Meetup,Hyderabad,3422,2024-01-30,No,No,238608.6
Meetup,Kolkata,1378,2024-10-27,No,Yes,111343.56
Corporate,Cuttack,1189,2025-02-20,No,No,101353.86
Meetup,Mumbai,1400,2024-01-24,Yes,No,137626.94
Meetup,Bhubaneswar,4309,2025-04-13,Yes,No,269023.24
Corporate,Cuttack,2420,2025-02-08,Yes,No,177279.36
Marriage,Bangalore,880,2024-09-01,No,No,113368.61
Meetup,Ahmedabad,205,2024-02-17,No,Yes,39948.67
Corporate,Delhi,550,2025-07-10,Yes,No,94966.91
Marriage,Bangalore,695,2024-02-02,Yes,Yes,128171.8
Corporate,Bangalore,1067,2025-10-14,No,Yes,129198.41
Marriage,Hyderabad,1285,2024-10-13,Yes,No,150326.55
Birthday,Pune,1478,2025-05-28,No,No,113547.85
Marriage,Ahmedabad,4933,2025-01-13,Yes,No,337418.03
Birthday,Ahmedabad,2822,2025-10-01,No,No,176378.33
Marriage,Pune,4762,2025-07-29,No,No,350194.48
Meetup,Cuttack,1457,2024-09-21,No,No,90381.15
Marriage,Cuttack,4252,2024-12-17,Yes,Yes,291969.29
Birthday,Bhubaneswar,1338,2025-09-07,Yes,No,111201.39
Birthday,Ahmedabad,2786,2024-09-13,No,No,174499.52
Corporate,Mumbai,2858,2024-05-26,No,No,256412.05
Corporate,Mumbai,3732,2024-02-14,Yes,No,337716.22
Birthday,Delhi,4928,2024-12-25,Yes,No,382322.99
Meetup,Mumbai,1530,2025-09-16,No,No,131832.91
Meetup,Ahmedabad,2059,2024-09-19,Yes,Yes,157607.81
Birthday,Ahmedabad,1230,2025-10-06,Yes,No,105308.41
Meetup,Ahmedabad,1804,2024-09-11,No,Yes,128147.8
Marriage,Cuttack,2639,2024-05-27,No,Yes,196071.26
Birthday,Pune,1150,2024-04-29,Yes,Yes,121150.0
Birthday,Mumbai,2800,2024-07-05,No,No,231414.97
Marriage,Mumbai,3310,2024-01-13,Yes,No,314731.23
Corporate,Pune,113,2024-04-06,No,Yes,60574.89
Corporate,Bhubaneswar,2771,2025-10-13,No,No,193983.52
Birthday,Bangalore,3300,2025-05-08,Yes,Yes,280309.83
Marriage,Ahmedabad,462,2025-06-07,No,Yes,90250.77
Marriage,Chennai,2543,2024-01-30,No,No,203586.99
Corporate,Chennai,4050,2024-08-13,No,Yes,297739.09
Meetup,Delhi,4637,2024-10-05,Yes,Yes,368442.06
Meetup,Bangalore,2296,2024-12-28,No,No,177436.67
Corporate,Bhubaneswar,2910,2024-06-17,Yes,No,217391.88
Corporate,Cuttack,2797,2025-03-16,Yes,Yes,208174.92
Corporate,Mumbai,1412,2024-09-15,No,No,147856.96
Meetup,Mumbai,4057,2025-11-11,No,No,321694.14
Corporate,Kolkata,3481,2024-05-11,No,Yes,261870.81
Marriage,Chennai,3089,2025-06-29,No,Yes,249895.2
Corporate,Bhubaneswar,792,2024-08-11,Yes,No,99900.72
Corporate,Bhubaneswar,3602,2025-11-01,No,No,239214.56
Birthday,Pune,3552,2025-06-03,Yes,Yes,271400.87
Meetup,Mumbai,3128,2025-11-12,Yes,No,266983.13
Corporate,Ahmedabad,3396,2024-07-08,No,No,228557.65
Corporate,Mumbai,1665,2025-07-20,No,Yes,179431.06
Meetup,Bangalore,1214,2024-04-01,Yes,Yes,128987.34
Corporate,Bangalore,567,2025-10-08,No,No,82143.39
Corporate,Bhubaneswar,4223,2025-07-25,No,Yes,285519.74
Birthday,Hyderabad,1734,2025-10-28,No,Yes,147422.77
Marriage,Mumbai,4315,2025-12-24,Yes,No,390387.05
Corporate,Ahmedabad,4676,2024-12-04,No,No,300056.64
Marriage,Delhi,93,2024-08-18,No,No,58091.33
Meetup,Bhubaneswar,3844,2024-10-01,Yes,No,244310.69
Birthday,Kolkata,3526,2024-11-05,No,No,233769.2
Marriage,Chennai,2270,2024-02-09,No,No,187662.84
Birthday,Cuttack,4486,2025-06-21,No,No,246854.28
Birthday,Bangalore,678,2024-08-16,Yes,Yes,96587.14
Marriage,Cuttack,4338,2025-05-11,No,Yes,281258.97
Marriage,Bhubaneswar,4836,2024-04-13,No,No,317095.82
Meetup,Bhubaneswar,3978,2025-01-03,No,Yes,247223.44
Corporate,Kolkata,3964,2024-03-19,No,Yes,291250.41
Corporate,Delhi,2410,2025-09-09,No,No,211404.54
Birthday,Chennai,3861,2025-08-27,Yes,No,268451.34
Birthday,Cuttack,3340,2024-02-05,Yes,No,203481.87
Meetup,Mumbai,2891,2024-01-14,Yes,No,249247.07
Birthday,Cuttack,4546,2025-10-28,No,Yes,261888.12
Marriage,Bhubaneswar,4413,2025-05-30,No,No,294920.15
Birthday,Kolkata,1946,2025-05-25,Yes,Yes,164774.35
Meetup,Hyderabad,3493,2025-06-11,Yes,Yes,272004.52
Birthday,Mumbai,271,2025-05-27,Yes,No,58143.17
Birthday,Delhi,1771,2024-05-27,No,No,146024.57
Birthday,Ahmedabad,2150,2025-10-14,No,No,140846.35
Meetup,Bhubaneswar,485,2024-07-23,No,No,44180.8
Marriage,Bhubaneswar,931,2024-08-02,No,No,102307.82
Birthday,Bangalore,1327,2025-10-01,Yes,No,130339.05
Marriage,Delhi,1103,2025-12-05,Yes,Yes,155224.82
Meetup,Hyderabad,460,2024-06-09,No,Yes,59286.61
Corporate,Chennai,1232,2024-03-03,Yes,No,131369.32
Birthday,Hyderabad,2362,2024-07-28,No,No,175201.05
Marriage,Bhubaneswar,2473,2024-01-18,Yes,Yes,215620.66
Marriage,Cuttack,3570,2025-07-20,No,No,231048.59
Birthday,Mumbai,705,2025-03-16,Yes,Yes,102836.84
Marriage,Bangalore,2491,2024-02-19,No,No,225963.5
Meetup,Pune,2602,2024-11-11,Yes,Yes,205731.06
Birthday,Mumbai,3788,2025-01-09,Yes,No,320447.04
Marriage,Pune,1797,2024-02-25,Yes,No,179505.77
Birthday,Cuttack,247,2025-11-14,No,Yes,46590.22
Marriage,Bangalore,4427,2025-04-22,No,No,361597.68
Corporate,Pune,2807,2025-01-03,Yes,No,232608.51
Corporate,Delhi,4917,2025-09-21,No,No,385928.3
Marriage,Cuttack,79,2025-12-09,No,No,55537.44
